time,open,high,low,close,HH,HL,LH,LL,9,23,50,200,Cross Up,Cross Down,MA,Pivot High,Pivot Low,Mid,Upper,Lower,Volume,Volume MA,WT,Signal line,in/out mFlow,Stoch RSI K%,Stoch RSI D%,RSI,RSI MA,Midline,End Neutral Zone,Begin Neutral Zone,Bull Floor,Bear Ceiling
1719194400,989.5,993.8,985.8,992.4,,,,,,,977.8630695668152,986.8317576112971,0,0,977.823401376426,,,,,,4651,3402,63.61999529094064,63.41242483760749,23.424127977891075,62.60643416511965,67.37833396994205,64.65043485992706,62.55462289083711,50,70,30,,
1719208800,991.85,1005.75,989.45,1001.95,,,,,,,978.807655073999,986.9821878838216,0,0,978.7884653213689,,,,,,3985,3537.25,74.50207224138401,66.68507314483121,33.10461690179238,77.06292714521459,69.86793301000519,71.25448146320939,63.083487371995155,50,70,30,,
1719223200,1001.75,1007.35,997.15,1003.75,,,,,,,979.7857862475676,987.149031785475,0,0,979.7869267085141,,,,,,4797,3706.65,79.37149837897488,72.49785530376651,33.0636731428292,91.41877515539147,77.02937882190855,72.3047145966495,63.52603457168003,50,70,30,,
1719237600,1003.7,1008.8,995.7,996.65,1008.8,,,,,,980.4471279633492,987.2435687826345,0,0,980.4614496401736,,,,,,3928,3799.05,71.9369841008769,75.27018490707859,28.214992712125706,82.03291696952745,83.50487309004448,62.590755139351806,63.12210841766479,50,70,30,,
1719252000,996.9,997.5,996.65,996.75,,,,,,,981.086456278512,987.3381601380312,0,0,981.1129916545666,,,,,,83,3642.85,65.38662373148527,72.23170207044568,27.310893891826836,59.60726097174281,77.68631769888722,62.66683169699637,63.71394576348923,50,70,30,,
1719266400,998.3,1000.8,994.7,1000,,,,,,,981.828163875433,987.4641485943691,0,0,981.8684719883839,,,,,,1595,3600.35,64.42578964284904,67.24979915840373,30.41052660269861,42.97619584790624,61.53879126305881,65.14752769821112,64.16797960223234,50,70,30,,
1719280800,999.95,1005.25,999.5,1001.5,,,,,,,982.5996084293376,987.6038088073605,0,0,982.6537331088485,,,,,,2271,3712.1,64.3723526997501,64.72825535802814,34.939447259735914,46.912274294600444,49.83191037141648,66.26180460265883,64.65799773043317,50,70,30,,
1719295200,1001.55,1005.45,995.9,996.15,,,,,,,983.1309963340696,987.6888455356454,0,0,983.1935837844946,,,,,,2929,3758,53.1761359303313,60.65809275764348,29.11247346420697,36.004596959051725,41.96435570051944,59.01466405590133,64.72704506561547,50,70,30,,
1719309600,996.1,999.7,984,985.75,,,,,,,983.2337023601845,987.6695535402658,0,0,983.2958404331149,,,,,,5364,3906.2,26.97422241617348,48.17423701541829,20.5961876412249,19.302328749554967,34.07306666773568,48.01983815169564,63.73969864534429,50,70,30,,
1719324000,985.8,992.3,981.55,982.9,,981.55,,,,,983.2206159931184,987.6220952960841,0,0,983.2800068157903,,,,,,2179,3837.05,6.518871067533816,28.889743138012857,17.625188211609256,-7.105427357601002e-15,18.43564190286887,45.51718853252183,62.26479907032922,50,70,30,,
1719338400,983.1,987,982.45,985.55,,,,,,,983.3119643855451,987.6014774324415,0,0,983.3708065431587,,,,,,736,3552.6,-3.9704895648602996,9.840867972948992,15.510966297839573,3.396960715988684,7.566429821847855,48.219475705479894,61.27234393159019,50,70,30,,
1719352800,985.55,989.1,982.85,985.55,,,,,,,983.3997304880728,987.5810647216709,0,0,983.4579742814324,,,,,,1877,3421.4,-11.365189418337895,-2.9389359718881316,15.43367579961938,6.793921431977375,3.3969607159886572,48.219475705479894,59.87993859804839,50,70,30,,
1719367200,985.6,991.65,985.6,988.95,,,,,,,983.6173881159915,987.5946859682215,0,0,983.677655310175,,,,,,1941,3476,-11.142150439925953,-8.825943141041387,20.01129940175028,14.649738176838746,8.280206774934934,51.77837913363851,59.13517695495214,50,70,30,,
1719381600,989,996.85,988.3,996.8,,,,,,,984.1343532879134,987.6862811327168,0,0,984.202549097768,,,,,,2234,3500.65,3.0491909172265252,-6.486049647012446,27.03626946268919,27.881971923221528,16.441877177345884,58.816385329982076,58.8901397622645,50,70,30,,
1719396000,996.7,1003.9,990.75,995.45,,,,,,,984.5781041393678,987.7635320667196,0,0,984.6524471338573,,,,,,4436,3629.35,10.628583187521905,0.8452078882741537,27.42587895578764,39.186874240622615,27.239528113560965,57.26838318546142,58.362850356945536,50,70,30,,
1719410400,996.1,1019.75,992.95,1014.25,1019.75,,,,,,985.7417078986083,988.0270790113293,0,0,985.836349248503,,,,,,5101,3660,34.57686266554006,16.084878923429493,29.716231285694647,61.00562145692487,42.691489206923,69.36172446532159,58.22765342852498,50,70,30,,
1719424800,1014.2,1015.8,1009.9,1010.55,,,,,,,986.7145820986628,988.2511876778832,0,0,986.8248952785628,,,,,,1444,3354,43.791151680374455,29.66553251114547,31.89571858326653,72.28980522234237,57.494100306629946,65.43666109137769,57.737078178148415,50,70,30,,
1719439200,1008.15,1014.95,1008.15,1010.3,,,,,,,987.6395004477349,988.4705788452675,0,0,987.7638994674203,,,,,,3446,2988.1,48.18266922602099,42.183561190645165,27.11031621871365,85.12963816445351,72.80835494790692,65.16832055212369,57.9211899933464,50,70,30,,
1719453600,1010.25,1011.15,1005.3,1006.1,,,,,,,988.3634416066473,988.6459959711852,0,0,988.4973434887235,,,,,,2574,3043.15,46.02309496018651,45.99897195552732,23.102626430766847,76.74228311263737,78.05390883314442,60.667273051952954,57.7783643758433,50,70,30,,
1719468000,1006.2,1008.75,1001.25,1004.1,,,,,,,988.9805615436414,988.7997671555515,0,0,989.1214497491745,,,,,,3280,2942.55,41.2666881854929,45.15748412390013,17.731498694599836,67.21980837696957,76.3639098846868,58.591974470610936,57.31011057387186,50,70,30,,
