time,open,high,low,close
1764543600,5.2825,5.3635,5.2645,5.269
1764630000,5.27,5.316,5.2235,5.243
1764716400,5.2465,5.437,5.2415,5.3915
1764802800,5.3935,5.4255,5.31,5.362
1764889200,5.3605,5.49,5.3455,5.454
1765148400,5.4565,5.495,5.395,5.4265
1765234800,5.43,5.4405,5.3135,5.3295
1765321200,5.3325,5.423,5.323,5.407
1765407600,5.402,5.516,5.36,5.488
1765494000,5.4885,5.5305,5.28,5.3585
1765753200,5.349,5.52,5.344,5.407
1765839600,5.411,5.413,5.3175,5.3625
1765926000,5.3615,5.4655,5.361,5.4265
1766012400,5.4275,5.469,5.3805,5.4245
1766098800,5.4275,5.5655,5.4055,5.4835
1766358000,5.4875,5.553,5.48,5.5035
1766444400,5.501,5.621,5.484,5.56
1766530800,5.563,5.6645,5.531,5.573
1766703600,5.68,5.888,5.6695,5.8515
1766962800,5.8595,5.9235,5.5575,5.5705
1767049200,5.5745,5.7955,5.535,5.7465
1767135600,5.7535,5.7785,5.6375,5.694
1767308400,5.697,5.759,5.668,5.698
1767567600,5.7095,6.007,5.6995,5.9905
1767654000,5.989,6.1125,5.9455,6.0615
1767740400,6.062,6.0695,5.841,5.8525
1767826800,5.8545,5.9285,5.6955,5.806
1767913200,5.8075,5.939,5.7385,5.8905
1768172400,5.8985,6.069,5.897,6.007
1768258800,6.0085,6.0935,5.9475,6.004
1768345200,6.005,6.154,6.004,6.095
1768431600,6.099,6.1095,5.908,5.9915
1768518000,5.993,6.0245,5.7715,5.8485
1768777200,5.86,5.937,5.744,5.83
1768950000,5.8335,5.896,5.7335,5.8055
1769036400,5.81,5.8185,5.696,5.803
1769122800,5.8055,5.967,5.7865,5.937
1769382000,5.95,6.0335,5.8885,5.9055
1769468400,5.9055,5.957,5.8095,5.951
1769554800,5.9645,6.0075,5.895,5.997
1769641200,5.997,6.583,5.955,6.282
1769727600,6.2845,6.387,5.76,5.967
1769986800,5.905,5.905,5.564,5.8325
1770073200,5.8395,6.115,5.83,6.0945
1770159600,6.1,6.1155,5.832,5.927
1770246000,5.936,5.964,5.685,5.7205
1770332400,5.732,5.891,5.5955,5.8875
1770591600,5.9,5.981,5.8435,5.9615
1770678000,5.9585,5.9615,5.8825,5.907
1770764400,5.9085,6.088,5.893,5.99
1770850800,5.986,6.023,5.7545,5.775
1770937200,5.7695,5.849,5.6775,5.788
1771196400,5.7855,5.802,5.627,5.6765
1771369200,5.676,5.812,5.666,5.778
1771455600,5.78,5.813,5.6795,5.762
1771542000,5.763,5.877,5.7305,5.87
1771801200,5.869,5.904,5.751,5.798
1771887600,5.799,5.937,5.7865,5.898
1771974000,5.9015,6.006,5.8935,5.985
1772060400,6.0475,6.0605,5.964,6.025
1772146800,6.029,6.141,5.9975,6.061
1772406000,6.015,6.0955,5.9275,5.9645
1772492400,5.9615,6.0125,5.747,5.8325
1772578800,5.843,5.9665,5.812,5.9035
1772665200,5.9095,5.9535,5.775,5.827
1772751600,5.829,5.8815,5.779,5.8375
1773007200,5.83,5.9055,5.6395,5.9005
1773093600,5.9065,5.962,5.8625,5.9165
1773180000,5.9255,5.943,5.8345,5.9095
1773266400,5.919,5.919,5.808,5.821
1773352800,5.8265,5.8565,5.659,5.675
1773612000,5.68,5.86,5.656,5.8375
1773698400,5.845,5.854,5.737,5.766
1773784800,5.777,5.7785,5.46,5.4735
1773871200,5.4885,5.555,5.297,5.521
1773957600,5.525,5.565,5.271,5.302
1774216800,5.312,5.585,5.246,5.4865
1774303200,5.485,5.57,5.356,5.558
1774389600,5.5585,5.5965,5.5005,5.52
1774476000,5.5245,5.541,5.445,5.4705
1774562400,5.485,5.5685,5.455,5.4615
1774821600,5.4575,5.5415,5.405,5.487
1774908000,5.4865,5.654,5.4645,5.652
1774994400,5.648,5.663,5.5845,5.6175
1775080800,5.626,5.727,5.513,5.6815
1775426400,5.6625,5.697,5.574,5.6055
1775512800,5.611,5.641,5.5385,5.595
1775599200,5.6025,5.786,5.6025,5.753
1775685600,5.746,5.778,5.6915,5.7555
1775772000,5.7555,5.936,5.7375,5.868
1776031200,5.8175,6.0245,5.764,6.0035
1776117600,6.0035,6.0955,5.9965,6.0815
1776204000,6.082,6.148,6.063,6.0785
1776290400,6.0755,6.132,6.028,6.0355
1776376800,6.037,6.127,6.018,6.0815
1776636000,6.031,6.098,5.9725,6.0455
1776722400,6.05,6.073,5.9675,6.017
1776808800,6.016,6.1515,6.008,6.137
1776895200,6.1375,6.1485,6.0105,6.025
1776981600,6.028,6.047,5.9835,6.0285
1777240800,6.032,6.0755,5.9895,6.0275
1777327200,6.021,6.0395,5.8745,5.9195
1777413600,5.9795,6.024,5.904,5.9265
1777500000,5.9285,6.03,5.9245,6.0275
1777586400,6.027,6.04,5.9565,5.9645
1777845600,5.991,6.0035,5.82,5.8515
