time,open,high,low,close
1624312800,1782.53,1790.09,1772.48,1777.98
1624399200,1778.04,1795.02,1773.39,1777.75
1624485600,1778.058,1788.01,1772.95,1775.224
1624572000,1775.224,1790.37,1773.8,1780.3
1624831200,1780.94,1785.755,1770.87,1778.05
1624917600,1778.05,1778.96,1750.78,1760.92
1625004000,1761.31,1774.37,1753.48,1769.97
1625090400,1769.406,1783.01,1765.78,1776.12
1625176800,1776.084,1795.13,1774.43,1787.3
1625436000,1791.139,1815.05,1790.17,1796.308
1625608800,1795.81,1809.81,1794.05,1803.687
1625695200,1803.648,1818.4,1794.45,1802.148
1625781600,1802.075,1812.4,1796.76,1807.9
1626040800,1808.19,1810.87,1791.68,1805.75
1626127200,1805.75,1817.17,1798.75,1807.908
1626213600,1807.45,1829.86,1804.68,1826.91
1626300000,1826.91,1834.14,1820.41,1829
1626386400,1828.68,1832.04,1807.8,1810.8
1626645600,1810.998,1817.36,1794,1812
1626732000,1812.354,1825.02,1805.18,1809.81
1626818400,1809.31,1813.73,1794.81,1803.16
1626904800,1803.17,1808.39,1792.87,1806.708
1626991200,1806.958,1810.37,1789.8,1801.3
1627250400,1802.05,1811.53,1796.44,1796.99
1627336800,1797.106,1805.3,1793.7,1798.38
1627423200,1798.33,1809.83,1792.68,1806.51
1627509600,1806.15,1832.68,1806.15,1827.51
1627596000,1827.92,1831.37,1810.39,1814.15
1627855200,1814.15,1819.53,1805.9,1812.826
1627941600,1812.84,1815.03,1807.23,1810.22
1628028000,1810.26,1831.72,1806.568,1811.3
1628114400,1810.996,1814.91,1797.94,1803.62
1628200800,1804.42,1804.85,1758.79,1762.6
1628460000,1762.62,1764.61,1681.95,1729.633
1628546400,1729.69,1738.28,1717.89,1728.836
1628632800,1729.13,1754.44,1724.19,1750.015
1628719200,1750.94,1758.14,1741.72,1752.278
1628805600,1752.66,1780.25,1751.8,1779.218
1629064800,1779.39,1789.28,1770.97,1787.368
1629151200,1787.28,1795.58,1780.69,1785.88
1629237600,1786.018,1793.81,1777.36,1787.528
1629324000,1787.586,1792.46,1774.59,1779.823
1629410400,1779.893,1788.43,1778.47,1780.66
1629669600,1791.8,1806.44,1776.6,1805.138
1629756000,1805.124,1809.6,1800.86,1802.7
1629842400,1802,1803.15,1782.65,1790.134
1629928800,1790.68,1798.21,1780.16,1792.38
1630015200,1792.07,1819.27,1784.58,1816.52
1630274400,1816.86,1823.2,1807.85,1809.448
1630360800,1809.2,1819.21,1801.77,1813.296
1630447200,1813.295,1820.03,1808.77,1813.264
1630533600,1813.71,1817.13,1804.95,1808.645
1630620000,1808.16,1834.01,1808.16,1826.1
1630879200,1823.058,1827.33,1792.4,1794.01
1631052000,1794.15,1802.16,1782.531,1788.6
1631138400,1788.11,1801.03,1783.95,1794.35
1631224800,1793.798,1803.91,1787.28,1787.52
1631484000,1788.2,1798.53,1783.9,1793.046
1631570400,1793.074,1808.74,1780.9,1804.1
1631656800,1803.93,1806.89,1790.83,1794
1631743200,1794.146,1796.2,1745.44,1753.523
1631829600,1753.523,1767.48,1747.5,1753.4
1632088800,1754.03,1767.14,1742.29,1764
1632175200,1764.51,1781.73,1758.07,1773.828
1632261600,1773.9,1787.24,1764.8,1768.25
1632348000,1768.308,1776.543,1737.99,1742.84
1632434400,1742.839,1757.608,1740.55,1749.976
1632693600,1750.18,1760.83,1744.95,1749.86
1632780000,1749.83,1754.44,1728.2,1733.798
1632866400,1734.006,1745.6,1721.71,1725.766
1632952800,1725.716,1764.18,1722.36,1756.388
1633039200,1756.495,1764.29,1749.809,1760.65
1633298400,1759.5,1770.55,1747.8,1769.65
1633384800,1769.806,1770.046,1748.73,1759.495
1633471200,1759.675,1765.11,1746,1762.565
1633557600,1762.69,1766.96,1752.09,1756.276
1633644000,1756.256,1781.3,1753.49,1756.63
1633903200,1755.6,1760.97,1750.25,1753.409
1633989600,1753.45,1769.32,1750.9,1759.686
1634076000,1759.975,1796.12,1758.06,1792.568
1634162400,1792.61,1800.5,1786.8,1795.29
1634248800,1795.767,1796.47,1764.97,1766.453
1634508000,1766.5,1772.11,1760.4,1764.5
1634594400,1763.908,1785.11,1763,1769.568
1634680800,1768.579,1788.41,1766.998,1781.39
1634767200,1781.49,1789.5,1776.6,1782.248
1634853600,1782.375,1813.94,1782.375,1792.28
1635112800,1791.52,1810.03,1791.52,1807.43
1635199200,1807.198,1808.33,1782.5,1792.706
1635285600,1792.895,1799.12,1783.58,1796.06
1635372000,1796.06,1810.43,1792.42,1799.118
1635458400,1798.986,1801.11,1772.07,1782.763
1635717600,1779.8,1795.82,1779.23,1793.113
1635804000,1793.113,1796.42,1786.5,1787.863
1635890400,1787.75,1788.235,1758.93,1768.734
1635976800,1768.799,1798.95,1768.799,1790.63
1636063200,1790.308,1818.275,1785.3,1816.7
1636326000,1816.7,1826.435,1812.54,1823.6
1636412400,1823.88,1832.675,1819.3,1831.7
1636498800,1830.9,1868.57,1822.49,1848.885
1636585200,1849.17,1866.04,1843,1861.29
1636671600,1861.77,1868.67,1845.4,1864.74
1636930800,1863.9,1870.468,1856.465,1862.545
1637017200,1862.435,1877.145,1849.64,1849.64
1637103600,1849.63,1868.03,1849.63,1867.07
1637190000,1866.81,1870.94,1855.2,1858.6
1637276400,1858,1865.85,1843.16,1845.295
1637535600,1844.8,1849.07,1802.35,1804.186
1637622000,1804.45,1812.41,1782.08,1788.746
1637708400,1788.7,1796.355,1778.69,1788.45
1637794800,1787.766,1815.6,1780.532,1791.6
1638140400,1791.6,1799.41,1780.722,1784.135
1638226800,1784.2,1808.72,1769.98,1773.986
1638313200,1774,1794.62,1772.3,1781.414
1638399600,1781.13,1783.41,1761.99,1768.466
1638486000,1766.7,1786.11,1766.22,1782.83
1638745200,1782.3,1787.721,1775.78,1778.4
1638831600,1777.9,1787.81,1772.32,1783.528
1638918000,1783.766,1793.13,1779.69,1782.7
1639004400,1782.18,1787.61,1773.37,1774.03
1639090800,1774.6,1789.52,1770.21,1782.446
1639350000,1781.7,1791.58,1781.7,1785.79
1639436400,1786.56,1789.55,1766.56,1770.494
1639522800,1769.5,1780.88,1753.1,1776.73
1639609200,1776.5,1799.39,1775.7,1798.91
1639695600,1799,1814.27,1795.893,1797.933
1639954800,1796.9,1804.098,1788.44,1790.23
1640041200,1790.406,1800.45,1784.92,1788.4
1640127600,1788.47,1805.02,1785.95,1802.48
1640214000,1803.52,1810.78,1799.01,1808.58
